attributes.Ambience.divey	attributes.RestaurantsDelivery	attributes.DogsAllowed	postal_code	hours.Thursday	attributes.HairSpecializesIn.coloring	attributes.BestNights.sunday	attributes.BYOB	attributes.AgesAllowed	attributes.Music.video	hours.Friday	latitude	attributes.Alcohol	attributes.Ambience.classy	attributes.RestaurantsTableService	business_id	attributes.Ambience.touristy	attributes.RestaurantsCounterService	attributes.Corkage	attributes.RestaurantsGoodForGroups	categories	name	attributes.BusinessAcceptsBitcoin	attributes.HappyHour	attributes.WheelchairAccessible	attributes.Ambience.hipster	attributes.BusinessAcceptsCreditCards	is_open	attributes.DietaryRestrictions.vegetarian	attributes.Music.live	attributes.Music.background_music	neighborhood	attributes.BusinessParking.lot	attributes.Music.karaoke	review_count	attributes.GoodForMeal.breakfast	attributes.NoiseLevel	attributes.HairSpecializesIn.perms	state	attributes.DriveThru	attributes.HasTV	attributes.GoodForMeal.dinner	attributes.BusinessParking.street	address	attributes.RestaurantsAttire	hours.Sunday	attributes.BestNights.tuesday	attributes.AcceptsInsurance	attributes.BestNights.wednesday	hours.Wednesday	attributes.HairSpecializesIn.kids	attributes.Open24Hours	attributes.Ambience.trendy	attributes.CoatCheck	hours.Monday	attributes.HairSpecializesIn.straightperms	city	attributes.HairSpecializesIn.curly	attributes.Music.no_music	hours.Tuesday	attributes.HairSpecializesIn.africanamerican	stars	attributes.RestaurantsPriceRange2	attributes.Ambience.intimate	attributes.GoodForMeal.latenight	attributes.GoodForMeal.dessert	attributes.BusinessParking.validated	attributes.GoodForMeal.lunch	attributes.GoodForKids	attributes.DietaryRestrictions.soy-free	attributes.GoodForMeal.brunch	attributes.BusinessParking.valet	longitude	attributes.DietaryRestrictions.gluten-free	attributes.BYOBCorkage	attributes.BusinessParking.garage	attributes.BestNights.friday	hours.Saturday	attributes.Music.dj	attributes.HairSpecializesIn.extensions	attributes.BestNights.saturday	attributes.Ambience.casual	attributes.BestNights.thursday	attributes.BestNights.monday	attributes.HairSpecializesIn.asian	attributes.DietaryRestrictions.kosher	attributes.WiFi	attributes.Smoking	attributes.DietaryRestrictions.halal	attributes.GoodForDancing	attributes.ByAppointmentOnly	attributes.Caters	attributes.RestaurantsReservations	attributes.DietaryRestrictions.dairy-free	attributes.DietaryRestrictions.vegan	attributes.Ambience.romantic	attributes.Music.jukebox	attributes.Ambience.upscale	attributes.RestaurantsTakeOut	attributes.BikeParking	attributes.OutdoorSeating
			15219	11:30-1:00						11:30-2:00	40.440592				kSldg-xQmqMGXrTyPdCLkg					[u'Beer', u'Wine & Spirits', u'Food']	The Tap Room					True	1				Downtown	False		41				PA				False	530 William Penn Pl		11:30-2:00				11:30-1:00					11:30-1:00		Pittsburgh			11:30-1:00		3.5	2				False					False	-79.996589			True		11:30-2:00																					True	True	
			M4C 3B9	8:30-19:00						8:30-19:00	43.683656				XQtFwNgDvm5naIte7cGaoQ					[u'Dry Cleaning & Laundry', u'Dry Cleaning', u'Local Services', u'Laundry Services']	Royal Dry Cleaners						1				The Danforth			3				ON					698 Coxwell Avenue						8:30-18:00					8:30-18:00		Toronto			8:30-18:00		4.5											-79.3239025					9:00-17:00																							
			85383	9:00-18:00						9:00-18:00	33.7155588				3zPmwa_pJDk2VbHBV2QA9g					[u'Beauty & Spas', u'Hair Salons']	NOIR Salon			True		True	1					False		4				AZ				False	25546 N Lake Pleasant Pkwy		9:00-18:00				9:00-18:00					9:00-18:00		Peoria			9:00-18:00		5.0	2				False					False	-112.2709183			False		9:00-18:00													True									True	
			L5N 5Z1	9:00-21:00						9:00-18:00	43.5971909				RVIkmReNZLJAXxGP2GJzCg					[u'Automotive', u'Auto Repair', u'Car Dealers']	Addison On Erin Mills Chevrolet Buick GMC						1							4				ON					6600 Turner Valley Rd						9:00-21:00					9:00-21:00		Mississauga			9:00-21:00		2.0											-79.7401733					9:00-18:00																							
			28203								35.200937				DHa4It-uKeNFpqJ4lpNbhA					[u'Shopping', u'Home Services', u'Paint Stores', u'Home & Garden', u'Building Supplies', u'Hardware Stores']	Sherwin-Williams Paint Store						1				Dilworth			3				NC					1412 East Blvd, Ste A													Charlotte					3.5											-80.843277																												
			EH2 3AA	10:00-20:00						10:00-19:00	55.951683				V8L-B2eF-hM8-zzgj297WQ					"[u""Women's Clothing"", u""Men's Clothing"", u'Shopping', u'Accessories', u'Fashion']"	AllSaints			True			1				New Town	False		11				EDH				False	Unit 98 - 99, Princes Street		10:00-19:00				10:00-19:00					10:00-19:00		Edinburgh			10:00-19:00		3.0	3									False	-3.2010497			False		9:00-19:00																							
	False		85254	11:00-22:00						11:00-23:00	33.5826712	full_bar		True	XFQbescZxNRAb2U-NwdLlg				True	[u'American (Traditional)', u'Restaurants']	Claim Jumper			True		True	0					True		22	False			AZ		False	False	False	7000 E Shea Blvd	casual	11:00-21:00				11:00-22:00					11:00-22:00		Scottsdale			11:00-22:00		3.5	2		False	False	False	False	True		False	False	-111.929119			False		11:00-23:00									no					False	True						True		False
			89121	11:00-17:00						11:00-17:00	36.1163253				pUefPUl0plnvk90r_00DOw					[u'Wedding Planning', u'Event Planning & Services', u'Venues & Event Spaces']	The Ritz of Las Vegas					True	1				Eastside			11				NV					3360 E Flamingo Rd						11:00-17:00					11:00-17:00		Las Vegas			11:00-17:00		3.5											-115.1013758					11:00-17:00																							
			85204								33.3990327				RcQCseZjTj9_FFRrixkLdw					[u'Home Services', u'Handyman', u'Painters', u'Roofing']	A&T Remodeling Stucco					False	1							12				AZ																		Mesa					4.5											-111.7972384																		True										
False	False		89103	11:00-0:00						11:00-0:00	36.1002514	beer_and_wine	False	False	1CP8aJa8ILlfM5deroar0Q	False			True	[u'Chicken Wings', u'American (New)', u'Restaurants']	Wingstop			True	False	True	1					True		123	False	average		NV		True	True	False	5045 W Tropicana Ave	casual	11:00-0:00				11:00-0:00			False		11:00-0:00		Las Vegas			11:00-0:00		3.0	2	False	False	False	False	True	True		False	False	-115.2098938			False		11:00-0:00				True					no					True	False			False		False	True	True	True
	False		M2N 7A1								43.7751786				-xEGQKqXZzvkdyVQilQtrg				False	[u'Restaurants', u'Chinese']	Royal Dumpling						1				Willowdale			4		average		ON					5 Northtown Way, Unit 7													Toronto					1.5	2										-79.4140328																										True	False	False
			85085	7:00-19:00						7:00-19:00	33.71225				MVMpEZOLy0dEYPLIHu6nKQ					[u'Health & Medical', u'Rehabilitation Center', u'Physical Therapy']	ATI Physical Therapy - Happy Valley					True	1							3				AZ					2005 W Happy Valley Rd, Ste 170		7:00-19:00		True		7:00-19:00					7:00-19:00		Phoenix			7:00-19:00		3.5											-112.102725					7:00-19:00													True										
			89130	0:00-0:00						0:00-18:00	36.214669				Ig6Zev2Eh-lXPwZVyQOi-A					[u'Septic Services', u'Contractors', u'Home Services', u'Water Heater Installation/Repair', u'Local Services', u'Plumbing']	City Wide Plumbing					True	1							13				NV					3065 N Rancho Dr, Ste 142		0:00-0:00				0:00-0:00					5:00-0:00		Las Vegas			0:00-0:00		4.5											-115.213107					0:00-0:00													True										
			28027	9:30-20:00						9:30-20:00	35.3930519				N0zzqrKfougu1Snam7bGKQ					[u'Nail Salons', u'Hair Removal', u'Eyelash Service', u'Waxing', u'Beauty & Spas']	Sexy Nails & Spa					True	1					False		15				NC				False	929 Concord Pkwy S, Ste J		11:30-18:00				9:30-20:00					9:30-20:00		Concord			9:30-20:00		4.0	2				False					False	-80.6179307			False		9:30-20:00													False									True	
			85250	10:00-23:00						10:00-23:00	33.5391861				c3Ax5jq5kyekKWUgiaVJSw					[u'Pizza', u'Restaurants']	Papa John's Pizza						1							3				AZ					7001 N Scottsdale Rd, Ste 162		10:00-23:00				10:00-23:00					10:00-23:00		Scottsdale			10:00-23:00		2.5											-111.9206493					10:00-0:00																							
			85284	9:00-17:30						9:00-17:30	33.3343451				fGVZqXadtkQa9CN6dR6crw					[u'Financial Services', u'Insurance', u'Auto Insurance', u'Home & Rental Insurance']	Mary Contreras - State Farm Insurance Agent						1							13				AZ					2145 E Warner Rd, Ste 101						9:00-17:30					9:00-17:30		Tempe			9:00-17:30		4.5											-111.8952606					9:00-13:00																							
	False		44060	10:30-23:00						10:30-23:00	41.6745459	beer_and_wine			jNbFKHT7j4XIxCsuKRC8WQ				True	[u'Bars', u'Restaurants', u'Barbeque', u'Beer Bar', u'Nightlife']	Crooked River BBQ + Beer					True	0					False		13				OH				False	9110 Mentor Ave	casual	10:30-23:00				10:30-23:00					10:30-23:00		Mentor			10:30-23:00		2.5	2				False		True			False	-81.3131701			False		10:30-23:00												False			False						True	False	
			M5A 2L2	10:00-19:30						10:00-19:30	43.6638942				mQwu7naz59FL10nIiC0wsA					[u'Flowers & Gifts', u'Shopping', u'Gift Shops', u'Jewelry']	Labour of Love						1							5				ON					223 Carlton Street						10:00-19:30					10:00-19:30		Toronto			10:00-19:30		3.5	3										-79.3687939					10:00-19:30																						True	
			89113	0:00-0:00						0:00-0:00	36.0559407				gduTP-ujJ89tWOSdb3WMPA					[u'Donuts', u'Food']	Winchell's Donut House					True	1				Southwest	True		31				NV				False	8110 W Warm Springs Rd		0:00-0:00				0:00-0:00					0:00-0:00		Las Vegas			0:00-0:00		3.5	1				False					False	-115.2680339			False		0:00-0:00														False							True	True	
	False		M4L								43.6695943				x7lk5rE5u2KMV9pUm04gSA					[u'Bakeries', u'Food']	Brick Street Bread					True	1				The Beach	False		6				ON				True	1969 Queen St E													Toronto					3.5	2				False					False	-79.3014347			False																							True	True	
		False	M4Y 1Z3	13:00-1:00						13:00-2:00	43.6651601				N-FKBizx_wu3L8mvDPfYGw					[u'Ice Cream & Frozen Yogurt', u'Desserts', u'Food']	Just Desserts Resto & Bar			False		True	0				Downtown Core	False		39				ON				True	578 Yonge Street		15:00-0:00				13:00-1:00					15:00-0:00		Toronto			13:00-1:00		2.5	2				False					False	-79.3847901			False		13:00-2:00									no												True	True	
			85233	7:00-17:30						7:00-17:30	33.3696119				IlIjvEc4Nikn_2GF_3MhbQ					[u'Automotive', u'Auto Repair']	Ritters Auto Repair					True	1							7				AZ					1135 N McQueen Rd, Ste 129, Fiesta Ranch Business Center						7:00-17:30					7:00-17:30		Gilbert			7:00-17:30		5.0											-111.8234823																												
False	False		85226	10:30-21:30			False			10:30-22:00	33.3211976	none	False	False	sQ6DZZLLJRfwUr0eDWKDDg	False		False	True	[u'Chinese', u'Restaurants', u'Asian Fusion']	Tott's Asian Diner			True	False	True	1					True		350	False	average		AZ		False	True	False	4030 W Ray Rd, Ste 1	casual	11:30-21:30				10:30-21:30			False		10:30-21:30		Chandler			10:30-21:30		4.0	1	False	False	False	False	True	True		False	False	-111.9117114		yes_free	False		10:30-22:00				True					no					True	False			False		False	True	True	True
		False	15205	10:00-20:00						10:00-20:00	40.4520746				0t2yPpsbObqxB8PRyLRUhg					[u'Bike Repair/Maintenance', u'Local Services', u'Shoe Stores', u'Bikes', u'Sporting Goods', u'Fashion', u'Shopping']	PRO BIKE+RUN	False		True		True	1					True		8				PA				False	3100 Robinson Ln		12:00-17:00				10:00-20:00					10:00-20:00		Pittsburgh			10:00-20:00		5.0	3				False					False	-80.1649545			False		10:00-18:00																						True	
			89103	0:00-0:00						0:00-0:00	36.099793				BwLIgDrI9mKgkS813m5mlA					[u'Limos', u'Hotels & Travel', u'Transportation']	Top Limo Las Vegas						1				Spring Valley			3				NV					6767 W Tropicana Ave, Ste 208		0:00-0:00				0:00-0:00					0:00-0:00		Las Vegas			0:00-0:00		2.5											-115.239526					0:00-0:00																							
	False		L9N 0A2	11:00-22:00						11:00-22:00	44.0735719	none	False	False	KBDRpZkCVJ5N_GSMIk4kPg	False			True	[u'Burgers', u'Fast Food', u'Restaurants']	Five Guys				False	True	1					True		20	False	very_loud		ON	False	False	True	False	18265 Yonge St	casual	11:00-22:00				11:00-22:00			False		11:00-22:00		East Gwillimbury			11:00-22:00		4.0	2	False	True	False	False	True	True		False	False	-79.4837886			False		11:00-22:00				True					no					False	False			False		False	True	False	False
False	False		61820								40.1375686	none	False		MqhxKfI7oMjUTMqH2gnhyg	False			True	[u'Fast Food', u'Restaurants', u'Burgers']	McDonald's				False	True	1					False		10	False			IL	True	True	False	False	1812 N Neil St	casual								False				Champaign					1.5	1	False	False	False	False	False	True		False	False	-88.2430516			False						False										False	False			False		False	False		
		False	61820	13:00-21:00						13:00-21:00	40.116024				h21I071qoAZgFy0eBqNhbg					[u'Video Game Stores', u'Videos & Video Game Rental', u'Electronics', u'Shopping', u'Toy Stores', u'Books', u'Mags', u'Music & Video', u'Local Services', u'IT Services & Computer Repair']	Live Action Games	False		True		True	1					True		7				IL				True	41 E University		12:00-20:00				13:00-21:00					13:00-21:00		Champaign			13:00-21:00		3.5	1				False					False	-88.242185			False		12:00-21:00																						False	
			85008	8:00-18:00						8:00-18:00	33.466402				-ayZoW_iNDsunYXX_0x1YQ					[u'Shopping', u'Wholesalers', u'Restaurant Supplies', u'Professional Services', u'Wholesale Stores']	Standard Restaurant Supply			True		True	1					True		15				AZ				False	2922 E McDowell Rd						8:00-18:00					8:00-18:00		Phoenix			8:00-18:00		3.5	2				False					False	-112.018421			False		9:00-17:00																						False	
			85254	9:00-19:00						9:00-19:00	33.6122322083				V-87dA7BzP9pjV2oXOTTbg					[u'Toy Stores', u'Shopping', u'Hobby Shops']	Toys and Playtime Oasis			True		True	1					False		20				AZ				False	13802 N Scottsdale Rd, Ste 116		10:00-17:00				9:00-19:00					9:00-19:00		Scottsdale			9:00-19:00		4.0	2				False					False	-111.927177429			False		9:00-18:00																						True	
			85282	7:00-17:00							33.4061624				29fQtyR9EtAlA75e4jGzRw					[u'General Dentistry', u'Health & Medical', u'Dentists']	Ahn & Perez, DDS					True	1							13				AZ					2039 S Mill Ave, Ste F				True		8:00-17:00					8:00-17:00		Tempe			8:00-17:00		4.5											-111.9393652																		True										
			85282								33.4080579				EPkV2_H0TRcARa-2IFZ-2A					[u'Pizza', u'Restaurants']	Papa John's Pizza						1							3				AZ					524 W Broadway Rd													Tempe					2.0											-111.9469356																												
False	False		44053	11:00-21:30						11:00-22:30	41.4182365408		False	True	gQ93Na9yBJghX8HzH7smwQ	False			True	[u'Restaurants', u'Buffets']	China One Buffet				False	True	1					False		4		average		OH		False		False	1990 Cooper Foster Park Rd	casual	11:00-21:30				11:00-21:30			False		11:00-21:30		Lorain			11:00-21:30		3.0	1	False			False		True			False	-82.1990116686			False		11:00-22:30				False					free						False			False		False	True	False	False
False			89148	0:00-0:00						0:00-0:00	36.0920280894		False		_wnAPt7ehpybzQptYKNHxQ	False			True	[u'Bars', u'Nightlife', u'Pubs']	Village Pub & Poker				False	True	1				Spring Valley			11		average		NV					5325 S Fort Apache Rd		0:00-0:00				0:00-0:00			False		0:00-0:00		Las Vegas			0:00-0:00		3.5		False									-115.298216501					0:00-0:00				False								False						False		False			
	False		M5A 3C4	11:00-18:00						11:00-18:00	43.6506671963				f8dJLMQ7UxV1mri5tbaJGA					[u'Desserts', u'Coffee & Tea', u'Bakeries', u'Food']	The Sweet Escape Patisserie			True		True	1				Distillery District	False		34				ON				True	24 Tankhouse Lane		11:00-18:00				11:00-18:00					11:00-18:00		Toronto			11:00-18:00		3.5	2				False					False	-79.3586906249			False		10:00-18:00									no												True	True	False
			89120								36.0720375				DIumS3PWQkWCj9PpSgbKSQ					[u'Local Services', u'Sewing & Alterations']	Valenti Frank Tailor						1				Southeast			3				NV					3614 E Sunset Rd, Ste 100													Las Vegas					2.5											-115.0960831																												
			89120	9:00-19:00						9:00-19:00	36.0749044				ZGqg8QpWN89PyTOfF-LP6A					[u'Fitness & Instruction', u'Yoga', u'Active Life', u'Medical Spas', u'Skin Care', u'Health & Medical', u'Day Spas', u'Beauty & Spas']	BeYoutiful Spa Las Vegas			True		True	1				Southeast	False		8				NV				False	6345 S Pecos Rd, Ste 105				False		9:00-19:00							Las Vegas			9:00-19:00		4.5	2				False					False	-115.1012788			False		9:00-19:00													True									True	
			85283								33.3782241				1GzwaVPrbkx35tNMUVTXwg					[u'Beauty & Spas', u'Skin Care']	Skins Esthetics						0							3				AZ					227 E Baseline Rd, Ste 6													Tempe					5.0											-111.936102																												
True	True		89102	11:00-19:00						11:00-19:00	36.1510984	full_bar	False	False	TYGVaav4hWZioQlk9Ig78A	False			True	[u'Restaurants', u'Barbeque']	Cody's Smokin' Barbecue				False	True	0				Downtown	True		70	False	average		NV		True	True	False	1675 S Industrial Rd	casual					11:00-19:00			False		11:00-19:00		Las Vegas			11:00-19:00		4.5	2	False	False	False	False	True	False		True	False	-115.1598044			False						False					no					True	False			False		False	True	True	True
			85331	9:00-17:00						9:00-17:00	33.790621				ckBj7aUKJbX-ylPV-g3zqA					[u'Printing Services', u'Professional Services', u'Graphic Design', u'Local Services']	Advanced Grafix					True	1							6				AZ					5248 E Tapekim Rd						9:00-17:00					9:00-17:00		Cave Creek			9:00-17:00		5.0											-111.967776																												
False	False		15146	6:00-3:00						6:00-4:00	40.4384319694	none	False	False	EUgHFeAvock2Ut3iWPlG8Q	False			True	[u'Tex-Mex', u'Mexican', u'Fast Food', u'Restaurants']	Taco Bell				False	True	1					False		6	False	average		PA	True	False	False	False	4032 William Penn Hwy	casual	6:00-3:00				6:00-3:00			False		6:00-3:00		Monroeville			6:00-3:00		3.0	1	False	False	False	False	False	True		False	False	-79.7679416151			False		6:00-4:00				False					free					False	False			False		False	True	True	False
			15146	10:00-19:00						10:00-17:00	40.4355704				Q4cohHY0dvfWuGqpKnWxzQ					[u'Shopping', u'Jewelry']	Dapel Jewelers					True	1					True		5				PA				False	3766 William Penn Hwy						10:00-17:00					10:00-17:00		Monroeville			10:00-19:00		5.0	3				False					False	-79.7864766			False		11:00-15:00													False										
	False		L6G 1C7	6:30-22:00						6:30-22:00	43.8538123	none	False	True	kSp9lWgQJrE9nsX7OS-x8w	False			True	[u'Restaurants', u'Breakfast & Brunch', u'Diners']	Essence of Unionville				False	True	1				Brown's Corners	False		18	True	average		ON		False	False	False	Hilton Suites Hotel and Conference Centre, 8500 Warden Ave	casual	6:30-22:00				6:30-22:00			False		6:30-22:00		Markham			6:30-22:00		3.0	2	False	False	True	False	False	True		False	False	-79.3337372			False		6:30-22:00				False					free						True			False		False	False	True	False
	True		15102	7:00-19:00						7:00-19:00	40.3297456				o9eVtV66qMtY0VmWyY2N9Q					[u'Bakeries', u'Food']	Bethel Bakery			True		True	1					True		57				PA				False	5200 Brightwood Rd						7:00-19:00					7:00-19:00		Bethel Park			7:00-19:00		4.0	2				False					False	-80.0302242			False		7:00-18:00														True							True	False	
			15102	8:00-12:00						8:00-19:00	40.3011854283				uEqA0SCI-QW6PEc2o2uu4w					[u'Doctors', u'Chiropractors', u'Health & Medical', u'Acupuncture', u'Physical Therapy']	Allegheny Physical Medicine PC					True	1							3				PA					6040 Library Rd				True		8:00-19:00					8:00-19:00		Bethel Park			12:30-18:00		5.0											-80.0303515238					8:00-11:30													True										
False	False		89131								36.2794672	none	False	False	Wbi-x-1Nbn6LFCMOSN6F5Q	False			True	[u'Restaurants', u'Mexican']	Cafe Rio				False	True	1				Centennial	True		189	False	average		NV		False	True	False	6575 N Decatur Blvd	casual								False				Las Vegas					2.5	1	False	False	False	False	True	True		False	False	-115.2080128			False						True					no					True	False			False		False	True	False	True
			M4M 1J3								43.6606025				9J_OCkUJoLlsVjGQoxQORg					[u'Financial Services', u'Banks & Credit Unions']	TD Canada Trust						1				Leslieville			9				ON					904 Queen St E													Toronto					2.0											-79.3426902																												
False	False		28104	10:00-19:30						10:00-19:30	35.0819793	none	False	False	U2a9GUewP6LyOilaQhue9g	False			False	[u'Barbeque', u'Restaurants']	Rock Store Bar-B-Q			True	False	True	1					True		92	False	average		NC		False	False	False	3116 Old Monroe Rd	casual					10:00-19:30			False		10:00-19:30		Stallings			10:00-19:30		4.5	1	False	False	False	False	True	True		False	False	-80.6925926			False		10:00-19:30				True					no					True	False			False		False	True	True	True
			44124	10:00-20:00						10:00-20:00	41.519549				nWAN1_uxgCGNhdArngSGfw					[u'Outdoor Gear', u'Sports Wear', u'Golf Equipment', u'Sporting Goods', u'Fashion', u'Shopping']	Golf Galaxy						0							3				OH					1547 Golden Gate Plz		10:00-18:00				10:00-20:00					10:00-20:00		Mayfield Heights			10:00-20:00		4.0											-81.4498892					10:00-20:00																							
			15212								40.4489884				AKTp6crFsVCPS8qSwlMofA					[u'Mass Media', u'Print Media']	Pittsburgh Tribune -Review						1				North Side			9				PA					503 Martindale St, Ste 300													Pittsburgh					2.0											-80.0088714																												
False	False		44035	0:00-0:00						0:00-0:00	41.420655	none	False	True	vEsAPc0fEDP1YPeSQanxfQ	False			True	[u'Diners', u'Breakfast & Brunch', u'Restaurants', u'Burgers', u'Fast Food', u'American (New)']	Steak 'n Shake				False	True	1					True		27	False	average		OH	True	False	False	False	5300 Abbe Rd	casual	0:00-0:00				0:00-0:00			False		0:00-0:00		Elyria			0:00-0:00		2.5	1	False	False	True	False	False	True		False	False	-82.077622			False		0:00-0:00				False					no					False	False			False		False	True	False	False
			44222	6:00-0:00						6:00-0:00	41.1174634559				PM6nMLKgCPsW-1ukrbnDvg					[u'Grocery', u'Food']	Giant Eagle					True	1					True		10				OH				False	230 Howe Ave		6:00-0:00				6:00-0:00					6:00-0:00		Cuyahoga Falls			6:00-0:00		3.0	1				False					False	-81.4833845194			False		6:00-0:00																					True	True	
			M6J 1X6	0:00-0:00						0:00-0:00	43.6497572245				jCvnGFx3nWX51OkDW8mSsg					[u'Convenience Stores', u'Food']	7-Eleven					True	1				Dufferin Grove	False		3				ON				False	1260 Dundas Street W		0:00-0:00				0:00-0:00					0:00-0:00		Toronto			0:00-0:00		2.5	1				False					False	-79.4245675206			False		0:00-0:00																							
			M6G 3A7								43.6552653				Fv621YzHSas5eYM8ppllhQ				True	[u'Vietnamese', u'Restaurants']	Pho Huong					True	0				Little Italy			20	False	quiet		ON		True	False		598 College Street	casual												Toronto					3.0	1		False	False		True	True		False		-79.4141317																										True		False
	False		EH8 8AU	11:30-22:00						11:30-22:30	55.9504255	full_bar	False	True	vIstiRtK87OXR9aT54_8qQ	False			True	[u'Pizza', u'Restaurants']	Pizza Express			True	False	True	1				Old Town	False		10	False	average		EDH		True	True	False	80 Holyrood Road	casual	11:30-22:00				11:30-22:00			False		11:30-22:00		Edinburgh			11:30-22:00		3.0	2	False	False	False		False	True		False	False	-3.1775695			False		11:30-22:30				False					free					False	True			False		False	True	True	True
			15231	6:00-0:00						6:00-0:00	40.438331604				s2o7mmVE3Xvr9pVpIbKuqw					[u'Hotels & Travel', u'Car Rental']	Dollar Car Rental						1				Downtown			12				PA					Pittsburgh Intl Airport		6:00-0:00				6:00-0:00					6:00-0:00		Pittsburgh			6:00-0:00		1.5											-79.9974594116					6:00-0:00																							
	False	False	M2J 3C1	10:30-22:00						10:30-23:00	43.7858985216	none	False	False	d8zFMcZ64Hwpj6IP6FscLg	False			False	[u'Caribbean', u'Restaurants']	Mr Jerk			True	False	True	1					False		30	False	average		ON		False	True	True	3050 Don Mills Road	casual	12:00-19:30				10:30-22:00			False		10:30-22:00		North York			10:30-22:00		3.5	1	False	False	False	False	True	True		False	False	-79.3526012			False		10:30-22:00				True					no					True	False			False		False	True	True	False
			85248								33.2363089				Lr1YqUOfra6G9VHoOhRtSg					[u'Doctors', u'Family Practice', u'Health & Medical']	Erin Bradley, MD						1							11				AZ					4909 S Alma School Rd, Ste 4				True									Chandler					3.0											-111.8590206																		True										
			85008								33.4552907				XjbGHMD0vDGcZkQoHQvF3A					[u'Food', u'Grocery']	99 Ranch Market			True		True	0					True		18				AZ				False	668 N 44th St, Ste 188													Phoenix					4.0	2				False					False	-111.9878697			False																									
			28105	8:00-20:00						8:00-20:00	35.1105564				UWJo-GOedYxHwuX3cvTB3w					[u'Local Services', u'Appliances & Repair']	Matthews Appliance					True	1							8				NC							8:00-20:00				8:00-20:00					8:00-20:00		Matthews			8:00-20:00		4.5											-80.7103532					8:00-20:00																							
			44144								41.4375				Q7Xw5YbS4wN7sdqZRsq4vQ					[u'Event Planning & Services', u'Cards & Stationery', u'Arts & Crafts', u'Flowers & Gifts', u'Shopping']	Cardstore					True	1				Brooklyn			8				OH					1 American Rd													Cleveland					2.5	1										-81.7636255																												
			85282	7:00-16:00						7:00-16:00	33.393613				nee13rBgbqBGANUmyFnfBQ					[u'Door Sales/Installation', u'Home Services', u'Windows Installation']	Cascade Windows					True	1							21				AZ					550 West Southern Ave						7:00-16:00					7:00-16:00		Tempe			7:00-16:00		2.0											-111.945244																												
False	False		85004	11:00-22:00			False			11:00-22:00	33.4453626	full_bar	False	True	pPNcs_59jNiQSs0Yq13bGw	False		False	True	[u'Restaurants', u'American (Traditional)']	Friday's Front Row Sports Grill			True	False	True	1					False		127	False	average		AZ		True	True	True	401 E Jefferson St	casual	11:00-22:00				11:00-22:00			False		11:00-22:00		Phoenix			11:00-22:00		3.0	2	False	False	False	False	True	True		False	False	-112.0674961		yes_free	True		11:00-22:00				True					free					False	True			False		False	True	True	True
			15642	9:00-19:00						9:00-18:00	40.3230798				zbm3gbWT5_H2ypEl2F0lBQ					[u'Jewelry', u'Shopping']	Treasure Hunt / Irwin						1							3				PA					9361 State Rt 30						9:00-19:00					9:00-19:00		Irwin			9:00-18:00		4.0	2										-79.6976482					10:00-17:00													False									False	
			85233	8:00-21:00						8:00-21:00	33.373513				jJDnxINrCKstFyeH3F8Cfw					[u'Car Dealers', u'Automotive', u'Auto Repair']	Earnhardt Chrysler Jeep Dodge					True	0							27				AZ					1301 N Arizona Ave		10:00-18:00				8:00-21:00					8:00-21:00		Gilbert			8:00-21:00		2.0											-111.840704					8:00-20:00																							
			M6N 3V9								43.6699216				nL_IofJ0sQVigmj3HInPPg					[u'Food', u'Grocery']	Welcome Food Market						0					False		3				ON				False	839 Runnymede Road													Toronto					3.5	1				False					False	-79.4839297			False																								True	
			85254	9:00-18:00						9:00-18:00	33.583125				p1IpBoBKKVeZzYkT1lW0sw					[u'Banks & Credit Unions', u'Financial Services']	Chase Bank						1							4				AZ					4924 E Shea Blvd						9:00-18:00					9:00-18:00		Scottsdale			9:00-18:00		3.0											-111.97512					9:00-14:00																							
False	False		85254	15:00-22:00		False			False	15:00-0:00	33.624424933	full_bar	False	True	5sTFevXhGx01eLT4wF7Urg	False			True	[u'Restaurants', u'Nightlife', u'Bars', u'Lounges', u'American (New)', u'Italian', u'Mediterranean']	Tanzy		True	True	False	True	1		False	False		False	False	308	False	average		AZ		True	True	False	15257 N Scottsdale Rd, Ste F-220	casual	11:00-22:00	False		True	15:00-22:00			True	False	15:00-22:00		Scottsdale		False	15:00-22:00		3.5	2	False	False	False	False	False	False		False	False	-111.923811682			True	True	11:00-0:00	False		True	False	False	False			no	outdoor		False		False	True			False	False	False	True	True	False
			L6W 4T2								43.6677439				PRpZhMO0TbusjLjtQe1jjw					[u'Stadiums & Arenas', u'Arts & Entertainment']	Powerade Centre						1							10				ON					7575 Kennedy Rd.													Brampton					4.0							True				-79.7112563																												
False	False		89103	11:00-0:00		False			False	11:00-0:00	36.1252695702	full_bar	False	True	W-3Sy3fy85mQdd0ZNFKIiw	False			True	[u'Sports Bars', u'Nightlife', u'Burgers', u'Bars', u'American (Traditional)', u'Restaurants', u'Food']	Applebee's		True	True	False	True	1		False	False	Chinatown	True	False	74	False	average		NV	False	True	True	False	3501 S Rainbow	casual	11:00-0:00	True		False	11:00-0:00			False	False	11:00-0:00		Las Vegas		False	11:00-0:00		2.5	2	False	True	False	False	True	True		False	False	-115.243588275			False	False	11:00-0:00	False		False	True	False	False			free			False		False	False			False	False	False	True	True	False
